Conf,R,S1,S2,T1,T2,G,Home,Winner,WOELO,WNELO,LOELO,LNELO,SIMSW,SIMSL,D,
Eastern,1,1,8,MIL,DET,1,MIL,MIL,1539.62,1544.9,1401.61,1396.33,378,134,160,
Eastern,1,1,8,MIL,DET,2,MIL,MIL,1544.9,1549.95,1396.33,1391.28,383,129,20,
Eastern,1,1,8,MIL,DET,3,DET,MIL,1549.95,1556.66,1391.28,1384.57,335,177,21,
Eastern,1,1,8,MIL,DET,4,DET,MIL,1556.66,1563.03,1384.57,1378.2,347,165,19,
Eastern,1,2,7,TOR,ORL,1,TOR,TOR,1518.32,1525.38,1453.1,1446.04,328,184,19,
Eastern,1,2,7,TOR,ORL,2,TOR,TOR,1525.38,1532.08,1446.04,1439.35,338,174,18,
Eastern,1,2,7,TOR,ORL,3,ORL,TOR,1532.08,1540.57,1439.35,1430.85,287,225,19,
Eastern,1,2,7,TOR,ORL,4,ORL,TOR,1540.57,1548.59,1430.85,1422.83,297,215,19,
Eastern,1,3,6,PHI,BKN,1,PHI,PHI,1464.94,1472.85,1431.46,1423.54,308,204,19,
Eastern,1,3,6,PHI,BKN,2,PHI,PHI,1472.85,1480.34,1423.54,1416.06,319,193,19,
Eastern,1,3,6,PHI,BKN,3,BKN,PHI,1480.34,1489.64,1416.06,1406.75,269,243,20,
Eastern,1,3,6,PHI,BKN,4,BKN,PHI,1489.64,1498.41,1406.75,1397.98,279,233,19,
Eastern,1,4,5,BOS,IND,1,BOS,BOS,1462.37,1470.07,1421.1,1413.4,313,199,20,
Eastern,1,4,5,BOS,IND,2,BOS,BOS,1470.07,1477.36,1413.4,1406.11,323,189,19,
Eastern,1,4,5,BOS,IND,3,IND,BOS,1477.36,1486.46,1406.11,1397.01,270,242,19,
Eastern,1,4,5,BOS,IND,4,IND,BOS,1486.46,1495.05,1397.01,1388.42,287,225,19,
Eastern,2,1,4,MIL,BOS,1,MIL,MIL,1563.03,1570.02,1495.05,1488.06,333,179,19,
Eastern,2,1,4,MIL,BOS,2,MIL,MIL,1570.02,1576.65,1488.06,1481.43,338,174,18,
Eastern,2,1,4,MIL,BOS,3,BOS,MIL,1576.65,1585.07,1481.43,1473.01,287,225,19,
Eastern,2,1,4,MIL,BOS,4,BOS,MIL,1585.07,1593.03,1473.01,1465.05,301,211,20,
Eastern,2,2,3,TOR,PHI,1,TOR,TOR,1548.59,1556.05,1498.41,1490.95,319,193,19,
Eastern,2,2,3,TOR,PHI,2,TOR,TOR,1556.05,1563.12,1490.95,1483.89,328,184,18,
Eastern,2,2,3,TOR,PHI,3,PHI,TOR,1563.12,1571.99,1483.89,1475.01,274,238,20,
Eastern,2,2,3,TOR,PHI,4,PHI,TOR,1571.99,1580.37,1475.01,1466.64,290,222,20,
Eastern,3,1,2,MIL,TOR,1,MIL,MIL,1593.03,1601.52,1580.37,1571.87,292,220,20,
Eastern,3,1,2,MIL,TOR,2,MIL,MIL,1601.52,1609.54,1571.87,1563.85,301,211,19,
Eastern,3,1,2,MIL,TOR,3,TOR,MIL,1609.54,1619.38,1563.85,1554.01,260,252,19,
Eastern,3,1,2,MIL,TOR,4,TOR,MIL,1619.38,1628.65,1554.01,1544.74,269,243,19,
Western,1,1,8,GSW,LAC,1,GSW,GSW,1530.88,1537.9,1463.92,1456.9,328,184,19,
Western,1,1,8,GSW,LAC,2,GSW,GSW,1537.9,1544.55,1456.9,1450.25,338,174,18,
Western,1,1,8,GSW,LAC,3,LAC,GSW,1544.55,1553,1450.25,1441.8,287,225,20,
Western,1,1,8,GSW,LAC,4,LAC,GSW,1553,1560.98,1441.8,1433.82,301,211,19,
Western,1,2,7,DEN,SAS,1,DEN,DEN,1498.56,1506.73,1474.15,1465.98,301,211,20,
Western,1,2,7,DEN,SAS,2,DEN,DEN,1506.73,1514.45,1465.98,1458.27,313,199,20,
Western,1,2,7,DEN,SAS,3,SAS,DEN,1514.45,1523.98,1458.27,1448.73,267,245,20,
Western,1,2,7,DEN,SAS,4,SAS,DEN,1523.98,1532.97,1448.73,1439.74,274,238,20,
Western,1,3,6,POR,OKC,1,POR,POR,1529.56,1536.7,1467.18,1460.04,328,184,18,
Western,1,3,6,POR,OKC,2,POR,POR,1536.7,1543.46,1460.04,1453.28,338,174,18,
Western,1,3,6,POR,OKC,3,OKC,POR,1543.46,1552.03,1453.28,1444.71,287,225,19,
Western,1,3,6,POR,OKC,4,OKC,POR,1552.03,1560.12,1444.71,1436.63,297,215,19,
Western,1,4,5,HOU,UTA,1,HOU,HOU,1537.47,1545.14,1494.68,1487.02,313,199,19,
Western,1,4,5,HOU,UTA,2,HOU,HOU,1545.14,1552.38,1487.02,1479.77,323,189,19,
Western,1,4,5,HOU,UTA,3,UTA,HOU,1552.38,1561.45,1479.77,1470.7,270,242,20,
Western,1,4,5,HOU,UTA,4,UTA,HOU,1561.45,1570,1470.7,1462.15,287,225,20,
Western,2,1,4,GSW,HOU,1,GSW,GSW,1560.98,1570.09,1570,1560.89,277,235,19,
Western,2,1,4,GSW,HOU,2,GSW,GSW,1570.09,1578.68,1560.89,1552.29,292,220,19,
Western,2,1,4,GSW,HOU,3,HOU,HOU,1552.29,1561.9,1578.68,1569.07,259,253,19,
Western,2,1,4,GSW,HOU,4,HOU,HOU,1561.9,1570.96,1569.07,1560.01,277,235,20,
Western,2,1,4,GSW,HOU,5,GSW,GSW,1560.01,1569.18,1570.96,1561.79,277,235,19,
Western,2,1,4,GSW,HOU,6,HOU,HOU,1561.79,1570.86,1569.18,1560.12,277,235,19,
Western,2,1,4,GSW,HOU,7,GSW,GSW,1560.12,1569.28,1570.86,1561.7,277,235,18,
Western,2,2,3,DEN,POR,1,DEN,DEN,1532.97,1542.6,1560.12,1550.49,259,253,19,
Western,2,2,3,DEN,POR,2,DEN,DEN,1542.6,1551.68,1550.49,1541.41,277,235,19,
Western,2,2,3,DEN,POR,3,POR,POR,1541.41,1550.55,1551.68,1542.53,277,235,18,
Western,2,2,3,DEN,POR,4,POR,POR,1550.55,1559.18,1542.53,1533.91,287,225,20,
Western,2,2,3,DEN,POR,5,DEN,DEN,1533.91,1543.48,1559.18,1549.6,265,247,20,
Western,2,2,3,DEN,POR,6,POR,POR,1549.6,1558.28,1543.48,1534.8,287,225,18,
Western,2,2,3,DEN,POR,7,DEN,DEN,1534.8,1544.33,1558.28,1548.76,265,247,19,
Western,3,1,2,GSW,DEN,1,GSW,GSW,1569.28,1577.43,1544.33,1536.18,301,211,19,
Western,3,1,2,GSW,DEN,2,GSW,GSW,1577.43,1585.13,1536.18,1528.47,313,199,19,
Western,3,1,2,GSW,DEN,3,DEN,GSW,1585.13,1594.65,1528.47,1518.95,267,245,19,
Western,3,1,2,GSW,DEN,4,DEN,GSW,1594.65,1603.63,1518.95,1509.98,274,238,19,
Final,4,1,1,MIL,GSW,1,MIL,MIL,1628.65,1636.8,1603.63,1595.48,301,211,19,
Final,4,1,1,MIL,GSW,2,MIL,MIL,1636.8,1644.5,1595.48,1587.78,313,199,18,
Final,4,1,1,MIL,GSW,3,GSW,MIL,1644.5,1654.02,1587.78,1578.26,267,245,19,
Final,4,1,1,MIL,GSW,4,GSW,MIL,1654.02,1663,1578.26,1569.28,274,238,19,
