Conf,R,S1,S2,T1,T2,G,Home,Winner,WOELO,WNELO,LOELO,LNELO,SIMSW,SIMSL,D,
Eastern,1,1,8,IND,ATL,1,IND,IND,1459.74,1471.72,1362.33,1350.34,8,0,149,
Eastern,1,1,8,IND,ATL,2,IND,IND,1471.72,1482.59,1350.34,1339.48,8,0,6,
Eastern,1,1,8,IND,ATL,3,ATL,IND,1482.59,1497.35,1339.48,1324.72,6,2,6,
Eastern,1,1,8,IND,ATL,4,ATL,IND,1497.35,1510.57,1324.72,1311.5,6,2,6,
Eastern,1,2,7,MIA,CHA,1,MIA,MIA,1458.71,1475.77,1457.14,1440.09,6,2,5,
Eastern,1,2,7,MIA,CHA,2,MIA,MIA,1475.77,1490.93,1440.09,1424.93,6,2,6,
Eastern,1,2,7,MIA,CHA,3,CHA,MIA,1490.93,1510.01,1424.93,1405.85,4,4,5,
Eastern,1,2,7,MIA,CHA,4,CHA,MIA,1510.01,1526.92,1405.85,1388.94,4,4,6,
Eastern,1,3,6,TOR,BKN,1,TOR,TOR,1463.32,1479.29,1442.38,1426.41,6,2,6,
Eastern,1,3,6,TOR,BKN,2,TOR,TOR,1479.29,1493.54,1426.41,1412.17,7,1,5,
Eastern,1,3,6,TOR,BKN,3,BKN,TOR,1493.54,1511.74,1412.17,1393.97,4,4,5,
Eastern,1,3,6,TOR,BKN,4,BKN,TOR,1511.74,1527.88,1393.97,1377.82,4,4,5,
Eastern,1,4,5,CHI,WAS,1,CHI,CHI,1484.42,1498.83,1434.72,1420.31,7,1,7,
Eastern,1,4,5,CHI,WAS,2,CHI,CHI,1498.83,1511.75,1420.31,1407.39,8,0,6,
Eastern,1,4,5,CHI,WAS,3,WAS,CHI,1511.75,1528.65,1407.39,1390.49,4,4,5,
Eastern,1,4,5,CHI,WAS,4,WAS,CHI,1528.65,1543.68,1390.49,1375.46,6,2,6,
Eastern,2,1,4,IND,CHI,1,IND,IND,1510.57,1529.6,1543.68,1524.65,5,3,5,
Eastern,2,1,4,IND,CHI,2,IND,IND,1529.6,1546.46,1524.65,1507.79,6,2,5,
Eastern,2,1,4,IND,CHI,3,CHI,CHI,1507.79,1527.14,1546.46,1527.12,5,3,5,
Eastern,2,1,4,IND,CHI,4,CHI,CHI,1527.14,1544.28,1527.12,1509.98,6,2,6,
Eastern,2,1,4,IND,CHI,5,IND,IND,1509.98,1529.07,1544.28,1525.18,5,3,6,
Eastern,2,1,4,IND,CHI,6,CHI,CHI,1525.18,1542.54,1529.07,1511.71,5,3,5,
Eastern,2,1,4,IND,CHI,7,IND,IND,1511.71,1530.61,1542.54,1523.64,5,3,5,
Eastern,2,2,3,MIA,TOR,1,MIA,MIA,1526.92,1544.12,1527.88,1510.69,6,2,6,
Eastern,2,2,3,MIA,TOR,2,MIA,MIA,1544.12,1559.4,1510.69,1495.4,6,2,5,
Eastern,2,2,3,MIA,TOR,3,TOR,MIA,1559.4,1578.6,1495.4,1476.21,4,4,5,
Eastern,2,2,3,MIA,TOR,4,TOR,MIA,1578.6,1595.6,1476.21,1459.2,4,4,6,
Eastern,3,1,2,IND,MIA,1,IND,MIA,1595.6,1614.74,1530.61,1511.47,4,4,5,
Eastern,3,1,2,IND,MIA,2,IND,MIA,1614.74,1631.7,1511.47,1494.51,4,4,5,
Eastern,3,1,2,IND,MIA,3,MIA,MIA,1631.7,1641.86,1494.51,1484.36,8,0,5,
Eastern,3,1,2,IND,MIA,4,MIA,MIA,1641.86,1651.16,1484.36,1475.06,8,0,5,
Western,1,1,8,SAS,DAL,1,SAS,SAS,1581.9,1593.82,1483.07,1471.15,8,0,6,
Western,1,1,8,SAS,DAL,2,SAS,SAS,1593.82,1604.62,1471.15,1460.35,8,0,6,
Western,1,1,8,SAS,DAL,3,DAL,SAS,1604.62,1619.32,1460.35,1445.64,6,2,6,
Western,1,1,8,SAS,DAL,4,DAL,SAS,1619.32,1632.49,1445.64,1432.48,6,2,6,
Western,1,2,7,OKC,MEM,1,OKC,OKC,1531.21,1547.85,1522.26,1505.62,6,2,6,
Western,1,2,7,OKC,MEM,2,OKC,OKC,1547.85,1562.66,1505.62,1490.81,6,2,6,
Western,1,2,7,OKC,MEM,3,MEM,OKC,1562.66,1581.4,1490.81,1472.06,4,4,5,
Western,1,2,7,OKC,MEM,4,MEM,OKC,1581.4,1598.02,1472.06,1455.45,4,4,6,
Western,1,3,6,LAC,GSW,1,LAC,LAC,1545.9,1560.27,1495.26,1480.9,7,1,6,
Western,1,3,6,LAC,GSW,2,LAC,LAC,1560.27,1573.15,1480.9,1468.02,8,0,6,
